매장명,도로명주소,매장유형,위도,경도
정진수산,전남 영광군 불갑면 녹산로 7,소매업; 자동차 제외,35.227441,126.500662
해우름수산,전남 영광군 법성면 화천길 79,소매업; 자동차 제외,35.3668638917,126.4607275158
법성고등학교,전남 영광군 법성면 용덕로 66,소매업; 자동차 제외,35.3595971,126.4574782
옥당골 팥죽,전남 영광군 영광읍 옥당로 92-1,음식점 및 주점업,35.2713829,126.5050259
꽃봄 KKOTBOM,전남 영광군 영광읍 중앙로 166,소매업; 자동차 제외,35.2736942,126.5120648
까치세탁소,전남 영광군 영광읍 월현로 3-1,기타 개인 서비스업,35.2773472,126.5044796
법성정굴비,전남 영광군 법성면 굴비로1길 110,소매업; 자동차 제외,35.3609382,126.4337227
알찬송편,전남 영광군 백수읍 백수로 843-4,음식점 및 주점업,35.2829102986,126.4030189746
미산굴비,전남 영광군 법성면 진굴비길 75-1,소매업; 자동차 제외,35.3619120379,126.4448863226
진향미용실,전남 영광군 영광읍 신남로 186-35,기타 개인 서비스업,35.2752328,126.5023779
바다일번지,전남 영광군 백수읍 해안로 947-8,소매업; 자동차 제외,35.3524489,126.3875711
신성수산,전남 영광군 법성면 굴비로4길 9-16,소매업; 자동차 제외,35.3549539,126.4492498
쉘부르,전남 영광군 백수읍 해안로 909,음식점 및 주점업,35.3496338,126.3875012
백수동물병원,전남 영광군 백수읍 백수로10길 21,"기타 전문, 과학 및 기술 서비스업",35.2824583,126.4211875
한마음미용실,전남 영광군 염산면 천년로 15-6,기타 개인 서비스업,35.21782,126.3732915
피자비어,전남 영광군 홍농읍 홍농로 457-8,음식점 및 주점업,35.3955584,126.4462779
예담임실치즈피자,전남 영광군 영광읍 중앙로 157-1,음식점 및 주점업,35.2730821,126.5118415
해빛편의점,전남 영광군 영광읍 와룡로 10,소매업; 자동차 제외,35.2844937,126.5014386
석봉토스트,전남 영광군 영광읍 현암길 62-1,음식점 및 주점업,35.2756269,126.5114851
퐁당스낵바,전남 영광군 영광읍 물무로 227,음식점 및 주점업,35.2698471,126.5153986
한국 헤어 스토리(H.K HAIR STORY),전남 영광군 법성면 진굴비길 45,기타 개인 서비스업,35.3600241,126.447044
영산수퍼,전남 영광군 군서면,소매업; 자동차 제외,35.257833,126.4751
열병합식당,전남 영광군 홍농읍 홍농로8길 214,음식점 및 주점업,35.4266502,126.4321043
상봉가스,전남 영광군 홍농읍 홍농로 312,소매업; 자동차 제외,35.3874501,126.4341017
아이러브피아노음악교습소,전남 영광군 영광읍 중앙로4길 3,교육 서비스업,35.2757117,126.5120637
장수식육점,전남 영광군 영광읍 중앙로4길 8,소매업; 자동차 제외,35.2754266,126.5125012
THE 바른한우,전남 영광군 영광읍 중앙로 22,음식점 및 주점업,35.2616168,126.5120733
대성지업사,전남 영광군 법성면 굴비로 80-1,소매업; 자동차 제외,35.3561604638,126.4482386997
하루,전남 영광군 영광읍 신남로 166,음식점 및 주점업,35.2757529,126.4999963
삼익가구영광대리점,전남 영광군 영광읍,소매업; 자동차 제외,35.273263,126.512818
카페카누,전남 영광군 영광읍 천년로 1474,음식점 및 주점업,35.2737096,126.5045089
로댕미술학원,전남 영광군 영광읍 물무로 84,교육 서비스업,35.2767663,126.5092573
떡보네,전남 영광군 법성면 법성포로3길 20-36,음식점 및 주점업,35.3592158,126.4454115
빛고을,전남 영광군 영광읍 중앙로2길 61-2,음식점 및 주점업,35.274769,126.5124787
봄이네수산,전남 영광군 법성면 법성길1길 27-17,소매업; 자동차 제외,35.3627026,126.4473001
와룡투유한회사,전남 영광군 영광읍 백산길 25,소매업; 자동차 제외,35.2781899,126.5026639
불향원,전남 영광군 불갑면 불갑사로 450,소매업; 자동차 제외,35.1996735,126.5500496
행복한농어촌체험마을,전남 영광군 백수읍 대신길 124-18,숙박업,35.3512475693,126.3985565422
현대카오디오,전남 영광군 영광읍,자동차 및 부품 판매업,35.273263,126.512818
파스쿠찌영광백수해안도로점,전남 영광군 백수읍 해안로 1389,음식점 및 주점업,35.3632051,126.4156122
푸르미,전남 영광군 영광읍 중앙로 57,소매업; 자동차 제외,35.2643773,126.5098758
즐겨찾기,전남 영광군 홍농읍,음식점 및 주점업,35.395774,126.44535
서울뚝배기,전남 영광군 홍농읍,음식점 및 주점업,35.395774,126.44535
밀향기,전남 영광군 영광읍 함영로 3444,음식점 및 주점업,35.2579558,126.5053445
하랑정보통신,전남 영광군 영광읍 신남로3길 4,소매업; 자동차 제외,35.2757218,126.5027246
투썸플레이스 (전남영광점),전남 영광군 영광읍 천년로 1498,음식점 및 주점업,35.2760333,126.5049537
보령식당,전남 영광군 홍농읍 동부로 9,음식점 및 주점업,35.3953682,126.4477759
성산타이어밧데리,전남 영광군 홍농읍,자동차 및 부품 판매업,35.395774,126.44535
올리브영 전남영광점,전남 영광군 영광읍 중앙로 165-2,소매업; 자동차 제외,35.2737793,126.5117552
이디야 에스프레소,전남 영광군 영광읍 신남로 150,음식점 및 주점업,35.2755007,126.4983757
정항우케익 카페 영광점,전남 영광군 영광읍 옥당로 165,음식점 및 주점업,35.2766819,126.5004535
해안도로 불가마찜질방,전남 영광군 백수읍 해안로 698-11,기타 개인 서비스업,35.3319566,126.3832451
백수 중국관,전남 영광군 백수읍 백수로 778-1,음식점 및 주점업,35.2827898,126.3953827
빈 (bin),전남 영광군 영광읍 중앙로 191-1,소매업; 자동차 제외,35.2760357,126.5117314
부부떡집,전남 영광군 묘량면 동삼로5길 17,음식점 및 주점업,35.2662355,126.5634044
우진자동차용품백화점,전남 영광군 영광읍,자동차 및 부품 판매업,35.273263,126.512818
예향고속여행사 유한회사,전남 영광군 영광읍 옥당로 170-28,사업 지원 서비스업,35.2767477,126.5037413
새마을상회,전남 영광군 영광읍 대하길2길 20,음식점 및 주점업,35.2740273,126.499576
참새떡방앗간,전라남도 영광군 법성면 법성포로3길 16-30,소매업; 자동차 제외,35.3590152,126.4449682
여수회관,전남 영광군 영광읍,음식점 및 주점업,35.273263,126.512818
세기냉동설비,전남 영광군 영광읍,소매업; 자동차 제외,35.273263,126.512818
영화커피숍,전남 영광군 영광읍 천년로11길 35-1,음식점 및 주점업,35.2753935,126.499521
신토불이굴비수산,전남 영광군 법성면 영광로 249-26,소매업; 자동차 제외,35.3404799627,126.4671820773
그린조이 영광점,전남 영광군 영광읍 옥당로 123,소매업; 자동차 제외,35.2730982,126.502105
군산식당,전남 영광군 홍농읍 홍농로 439,음식점 및 주점업,35.3939765,126.4451401
쌍둥이양식장,전남 영광군 염산면 향화로2길 137,소매업; 자동차 제외,35.1811069,126.3620514
행텐주니어,전남 영광군 영광읍 현암길,소매업; 자동차 제외,35.2763499,126.5083692
레스트(Rest),전남 영광군 영광읍 신남로 242,음식점 및 주점업,35.2754893,126.5085253
종로할머니칼국수,전남 영광군 영광읍 물무로 134,음식점 및 주점업,35.2761559,126.5147534
오가네굴비,전남 영광군 법성면 용덕로 35,소매업; 자동차 제외,35.3582409,126.4541197
이조한우식당,전라남도 영광군 영광읍 신남로 124,음식점 및 주점업,35.2751237,126.4956896
