매장명,도로명주소,매장유형,위도,경도
맛나식당,강원 영월군 주천면 주천로84번길 8,음식점 및 주점업,37.2701237,128.2680784
모범약국,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
영월잣영농조합법인,강원 영월군 영월읍 하송로 123-4,소매업; 자동차 제외,37.1775488,128.4581612
신일상회,강원 영월군 영월읍,소매업; 자동차 제외,37.187443,128.4661
쌍용타이어,강원 영월군 한반도면 강원남로 138,자동차 및 부품 판매업,37.1798423,128.3102505
포차70,강원 영월군 영월읍 중앙로 70,음식점 및 주점업,37.1833526,128.4714859
청령포찻집,강원 영월군 영월읍 청령포로 179,음식점 및 주점업,37.1793949,128.4422849
영월미디어기자 박물관,강원 영월군 한반도면 서강로 1094,교육 서비스업,37.2431346,128.35645
마랑,강원 영월군 영월읍 서부시장길 16-4,소매업; 자동차 제외,37.1828932,128.4666435
뚱이네전집,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
부길닭강정,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
삼겹천왕,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
영자네,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
미소칼제비,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
산책로,강원 영월군 북면 원동재로 490-40,음식점 및 주점업,37.2485448,128.4304383
일진상사,강원 영월군 영월읍 서부시장길 25-11,소매업; 자동차 제외,37.1831348,128.4672235
꿈꾸는강,강원 영월군 영월읍 동강로 1513,숙박업,37.2731245505,128.5291286136
서면슈퍼,강원 영월군 한반도면 서강로 736,소매업; 자동차 제외,37.2359017,128.3269069
상가영동식당,강원도 영월군 영월읍 하송안길 89,음식점 및 주점업,37.1826298,128.4671104
종로떡전문점,강원 영월군 영월읍 중앙로 5,음식점 및 주점업,37.1837633,128.4643702
청령포꽃집,강원 영월군 영월읍 청령포로 179,소매업; 자동차 제외,37.1793949,128.4422849
프로스펙스영월점,강원 영월군 영월읍 중앙로 54,소매업; 자동차 제외,37.1833269,128.4696239
대미식당,강원 영월군 영월읍 중앙1로 56,음식점 및 주점업,37.1860704,128.4659924
수주섬모텔,강원 영월군 무릉도원면 무릉법흥로 307,숙박업,37.3003121,128.2624759
한큐당구장,강원 영월군 영월읍 하송로 116,스포츠 및 오락관련 서비스업,37.179121,128.4590609
은총이네,강원 영월군 영월읍 하송안길 89,소매업; 자동차 제외,37.1826298,128.4671104
영신철물,강원 영월군 중동면,소매업; 자동차 제외,37.145168,128.680242
더페이스샵 강원영월점,강원 영월군 영월읍 중앙로 22,소매업; 자동차 제외,37.1834250486,128.46619799
호돌이식당,강원 영월군 한반도면 서강로 739,음식점 및 주점업,37.2358956,128.3274797
옥이헤어아트,강원 영월군 영월읍 중앙로 71,기타 개인 서비스업,37.1835631,128.4717494
하이카프라자,강원 영월군 영월읍 영모전길,자동차 및 부품 판매업,37.1841513,128.4713511
부부상회,강원 영월군 김삿갓면 포도마을길 20,소매업; 자동차 제외,37.1310206,128.5762656
페리카나 (삼호점),강원 영월군 영월읍 단종로 88,음식점 및 주점업,37.1905521,128.4644252
노리파크 영월점,강원 영월군 영월읍 절무리골길 8,소매업; 자동차 제외,37.1791674,128.4581435
스카이펜션,강원 영월군 무릉도원면 무릉법흥로 852-15,숙박업,37.3353952,128.2823443
점핑클레이 영월 제천지부,강원 영월군 영월읍 하송안길 89,스포츠 및 오락관련 서비스업,37.1826298,128.4671104
신전떡볶이 영월점,강원 영월군 영월읍 중앙로 26-1,음식점 및 주점업,37.1834336,128.4666157
김삿갓청기와식당,강원 영월군 김삿갓면 김삿갓로 216-29,음식점 및 주점업,37.0794198,128.6027977
햇잎당구클럽,강원 영월군 영월읍 중앙1로 4,스포츠 및 오락관련 서비스업,37.1814748,128.4659342
달꽃,강원 영월군 무릉도원면 도원운학로 849,숙박업,37.2942764352,128.2036730668
해남칼국수,강원 영월군 영월읍 하송안길 70-3,음식점 및 주점업,37.1816359,128.4667271
오후의차,강원 영월군 영월읍 중앙로 51,음식점 및 주점업,37.1836405,128.4694669
주식회사참숯,강원 영월군 김삿갓면 버드나무길 13-4,소매업; 자동차 제외,37.1217129,128.5664779
대성세차장,강원 영월군 영월읍 단종로 25,개인 및 소비용품 수리업,37.1854787,128.4675767
동트는땅,강원도 영월군 영월읍 단종로 88,소매업; 자동차 제외,37.1900948607,128.4639432704
희망이네,강원도 영월군 영월읍 하송안길 89,소매업; 자동차 제외,37.1826298,128.4671104
세븐일레븐영월중앙시장점,강원 영월군 영월읍 제방안길 16-1,소매업; 자동차 제외,37.182864,128.4713067
팔도강산,강원 영월군 영월읍 서부시장길 12-24,음식점 및 주점업,37.1824079,128.4663464
서부할인마트,강원 영월군 영월읍 서부시장길 15,소매업; 자동차 제외,37.1830218,128.4667987
포차고인돌,강원 영월군 영월읍 하송로 151,음식점 및 주점업,37.1765318,128.4572999
농업회사법인(주)동강도라지,강원 영월군 한반도면 강원남로 146,소매업; 자동차 제외,37.1797758,128.3113429
동강메밀전,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
좋은맛좋은집,강원 영월군 영월읍 제방안길 16-1,음식점 및 주점업,37.182864,128.4713067
와석상회,강원 영월군 김삿갓면 영월동로 2102,소매업; 자동차 제외,37.1221571593,128.6054062869
산촌슈퍼,강원 영월군 김삿갓면 내리계곡로 1162-1,소매업; 자동차 제외,37.1096240477,128.6709036198
