매장명,도로명주소,매장유형,위도,경도
아진중기,경상남도 거창군 거창읍 거창대로 24(3층),전문직별 공사업,35.683911,127.9177155
소영태양광발전소,경상남도 거창군 거창읍 중앙로 108,"전기, 가스, 증기 및 공기 조절 공급업",35.6860142708,127.9102080131
거창태양광발전소,경상남도 거창군 거창읍 대평3길 74,"전기, 가스, 증기 및 공기 조절 공급업",35.6860239,127.9207182
온동네 정보시스템,경상남도 거창군 거창읍 동동5길 26 온동네정보시스템,도매 및 상품 중개업,35.6916525,127.9214238
365착한가격,경상남도 거창군 거창읍 시장3길 4,소매업; 자동차 제외,35.6858202,127.9151428
진화토목설계,"경상남도 거창군 거창읍 거창대로 100, 5층 501호(선보프라자)","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",35.6903679,127.9151
스시동원,경상남도 거창군 거창읍 하동3길 1,음식점 및 주점업,35.688343,127.9141004
우림토목설계사무소,"경상남도 거창군 거창읍 강변로9길 101, 2층","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",35.6911476,127.9166438
아이센스피시방거창대동점,경상남도 거창군 거창읍 거창대로 92,스포츠 및 오락관련 서비스업,35.6897775,127.9154083
영남건설기게,경상남도 거창군 거창읍 강변로 309 영남건설기계,전문직별 공사업,35.6928648,127.9245275
거창미르치과의원,경상남도 거창군 거창읍 거창대로 52,보건업,35.6863997,127.9167604
개별화물,경상남도 거창군 거창읍 아림로3길 35-3,육상 운송 및 파이프라인 운송업,35.6892816,127.9110906
남도식당,경상남도 거창군 가조면 마상4길 71,음식점 및 주점업,35.7090982,128.0146497
열쇠나라,경상남도 거창군 거창읍 거열로 155-1,소매업; 자동차 제외,35.6898434084,127.9108138944
열쇠나라,경상남도 거창군 거창읍 거열로 155-1,소매업; 자동차 제외,35.6898432,127.9108148
쌀통닭 거창점,경상남도 거창군 거창읍 송정1길 16,음식점 및 주점업,35.6817601,127.8989302
에이비(AB)모터스,경상남도 거창군 거창읍 거함대로 3177,개인 및 소비용품 수리업,35.6803939,127.9094052
족발신선생 거창점,경상남도 거창군 거창읍 공수들4길 2,음식점 및 주점업,35.6862772,127.9030116
챠핑챠핑헤어,경상남도 거창군 거창읍 중앙로1길 36,기타 개인 서비스업,35.6882433,127.9146075
희망꽃집,경상남도 거창군 거창읍 하동1길 41,소매업; 자동차 제외,35.6885881,127.91166
현화헤어샵,경상남도 거창군 거창읍 중앙로 120,기타 개인 서비스업,35.686477779,127.9115541547
현화헤어샵,경상남도 거창군 거창읍 중앙로 120 현화헤어샵,기타 개인 서비스업,35.686477779,127.9115541547
BBQ 경남거창점,경상남도 거창군 거창읍 거열로 148,음식점 및 주점업,35.6893514,127.9100459
이화영어,경상남도 거창군 거창읍 거열로5길 16-3,교육 서비스업,35.689205,127.9056829
늑대와여우컴퓨터거창점,경상남도 거창군 거창읍 거열로 156,소매업; 자동차 제외,35.6895456549,127.910737559
리틀도쿄,경상남도 거창군 거창읍 시장길 22,음식점 및 주점업,35.6856804,127.9120283
샛별매점,경상남도 거창군 거창읍 죽전4길 68-3,소매업; 자동차 제외,35.6932715,127.910547
둥디농장,경상남도 거창군 가조면 신천길 15-3 1층,사업 지원 서비스업,35.7236960599,127.9995975031
수복정,경상남도 거창군 거창읍 소만5길 81-10,음식점 및 주점업,35.6929909,127.9242771
장팔리청과,경상남도 거창군 거창읍 중앙로 140 하동2호,소매업; 자동차 제외,35.6868324,127.9140345
물들이다,경상남도 거창군 거창읍 아림로2길 94-7,기타 개인 서비스업,35.689120713,127.9147452968
거창독서실,경상남도 거창군 거창읍 창남4길 17,교육 서비스업,35.6837785,127.9141045
펫클럽샵,경상남도 거창군 거창읍 강남로 78 펫클럽,소매업; 자동차 제외,35.6825758269,127.9059925358
셀프 빨래방,경상남도 거창군 거창읍 거열로5길 16-3 셀프빨래방,기타 개인 서비스업,35.689205,127.9056829
퀸유럽풍십자수,경상남도 거창군 거창읍 하동1길 44(1층),소매업; 자동차 제외,35.6887518,127.9118896
롤리타,"경상남도 거창군 거창읍 거열로4길 82, B동 309호(궁전아파트)",교육 서비스업,35.692196804,127.9076184329
롤리타,"경상남도 거창군 거창읍 거열로4길 82, B동 309호(궁전아파트)",교육 서비스업,35.6921977,127.9081385
푸줏간,경상남도 거창군 거창읍 소만2길 53,소매업; 자동차 제외,35.6946292,127.9219537
차이나,경상남도 거창군 거창읍 동동7길 18-22,음식점 및 주점업,35.6879713,127.9209492
뉴포인트낚시,경상남도 거창군 거창읍 강남로 200,기타 제품 제조업,35.6855385,127.9189841
클레오,경상남도 거창군 거창읍 아림로 22 클레오헤어,기타 개인 서비스업,35.6851790179,127.9111703074
클레오,경상남도 거창군 거창읍 아림로 22,기타 개인 서비스업,35.6851790179,127.9111703074
마임거창지사,경상남도 거창군 거창읍 거창대로 82(2층),소매업; 자동차 제외,35.6888135979,127.9156542927
참나라가든,경상남도 거창군 마리면 영승1길 72-50,음식점 및 주점업,35.7195414,127.8582031
윤&담,경상남도 거창군 가조면 가조가야로 1110-29,음식점 및 주점업,35.70978,128.0161566
하늘비단 영농조합법인,경상남도 거창군 가조면 도리1길 8 하늘비단 영농조합법인,음식점 및 주점업,35.7044199,128.0468024
하늘비단 영농조합법인,경상남도 거창군 가조면 도리1길 8,음식점 및 주점업,35.7044198643,128.0468020998
더 올레,경상남도 거창군 가조면 마상4길 90,음식점 및 주점업,35.7098626,128.0147381
보약장어왕메기,경상남도 거창군 가조면 월포1길 141-269,음식점 및 주점업,35.724147,128.0235175
뷰티온,경상남도 거창군 거창읍 강변로1길 13-9,기타 개인 서비스업,35.684238,127.8988041
송천주유소,경상남도 거창군 주상면 웅양로 1124,소매업; 자동차 제외,35.7792672,127.9164184
거창또봉이통닭,경상남도 거창군 거창읍 강변로9길 28,음식점 및 주점업,35.6880448,127.9181629
뷰티현,경상남도 거창군 거창읍 아림로3길 39,기타 개인 서비스업,35.6892808,127.9115439
어업회사법인 주식회사 에버그린수산,경상남도 거창군 가조면 월포1길 141-201,어업,35.7220782,128.0242009
막걸리쌀롱,경상남도 거창군 거창읍 동동3길 23,음식점 및 주점업,35.6895644,127.9229384
의료법인 아림의료재단,경상남도 거창군 거창읍 송정1길 24-13,보건업,35.6812519,127.8977495
